LapNumber,Driver,Team,LapTime,Stint,Compound,SpeedI1,SpeedI2,SpeedFL,TrackStatus,avg_throttle,avg_rpm,avg_speed,avg_gear,avg_drs,avg_ers_mode,air_temp,track_temp,humidity,pressure,rainfall,wind_speed,wind_direction,year,gp,circuit_type
18.0,ALO,Alpine,0 days 00:01:43.333000,2.0,HARD,,179.0,201.0,1.0,61.36949284157595,9920.1389577448,189.2925525197723,4.954545454545454,0.0,,28.5,38.9,58.2,991.9,False,1.1,92.0,2021,austin,additional
28.0,LEC,Ferrari,0 days 00:01:39.636000,2.0,HARD,207.0,186.0,208.0,1.0,65.90983339650039,10199.55473971997,196.62951005532975,5.055776892430279,0.0,,21.4,29.0,30.9,1001.2,False,2.3,263.0,2019,austin,additional
16.0,ERI,Sauber,0 days 00:01:37.393000,2.0,MEDIUM,277.0,307.0,258.0,1.0,67.38632971295117,10423.00166860276,216.79205079449488,5.589459084604716,0.0,,28.4,37.6,50.8,1008.1,False,1.3,249.0,2018,suzuka,high_fuel
52.0,NOR,McLaren,0 days 00:01:38.250000,2.0,HARD,,268.0,251.0,1.0,56.321079812313705,9716.093033568097,180.52484222551797,4.848979591836735,0.4870748299319727,,29.6,35.6,75.0,1010.0,False,1.7,178.0,2023,singapore,high_fuel
49.0,ALO,Aston Martin,0 days 00:01:36.726000,3.0,HARD,234.0,255.0,281.0,1.0,63.601648704493385,10001.90750300244,197.292101834114,5.172086720867209,0.0,,26.4,29.0,21.0,1017.2,False,0.6,308.0,2023,bahrain,high_fuel
5.0,STR,Aston Martin,0 days 00:01:38.725000,1.0,SOFT,222.0,246.0,278.0,1.0,62.369921865075526,9865.106136600138,197.56043207715595,5.025401069518717,3.267379679144385,,18.3,23.6,49.0,1017.0,False,0.7,37.0,2024,bahrain,high_fuel
13.0,RUS,Mercedes,0 days 00:01:25.334000,1.0,HARD,278.0,238.0,244.0,1.0,60.48566689203295,10093.297607314034,183.67915413833057,4.477064220183486,0.0,,29.0,43.4,47.0,981.6,False,1.4,48.0,2024,hungary,additional
56.0,PER,Red Bull Racing,0 days 00:01:35.568000,3.0,SOFT,235.0,266.0,283.0,1.0,67.77656737618693,10262.025147193775,201.93077512348188,5.016506189821183,0.0,,17.6,21.9,51.0,1017.5,False,0.4,115.0,2024,bahrain,high_fuel
60.0,HAM,Mercedes,0 days 00:01:22.841000,3.0,HARD,281.0,243.0,248.0,1.0,61.40100962813992,10197.93825168259,188.72258557387457,4.764521193092621,0.0,,29.6,46.4,45.0,981.5,False,1.2,216.0,2024,hungary,additional
18.0,VER,Red Bull Racing,0 days 00:01:23.927000,1.0,MEDIUM,282.0,279.0,243.0,1.0,55.26919305898324,9438.792513286877,182.5857898510631,4.749603803486529,0.0,,25.7,47.5,22.0,779.5,False,1.2,190.0,2023,mexico,additional
23.0,ZHO,Kick Sauber,0 days 00:01:25.750000,2.0,HARD,274.0,237.0,244.0,1.0,58.93549090613904,10027.52724114064,181.12633347647397,4.4569230769230765,2.473846153846154,,29.2,42.3,46.0,981.5,False,0.6,247.0,2024,hungary,additional
22.0,ALO,Aston Martin,0 days 00:01:49.932000,2.0,MEDIUM,316.0,202.0,216.0,1.0,70.57965139141552,10221.20807968978,229.1364550889255,5.88944099378882,0.4770186335403726,,21.7,43.4,48.0,978.0,False,1.7,270.0,2024,spa,additional
2.0,BOT,Mercedes,0 days 00:01:31.738000,1.0,MEDIUM,285.0,287.0,212.0,1.0,63.94516717778953,10391.106187609412,209.7421518489599,5.37037037037037,1.0,,24.6,28.4,58.0,1017.6,False,0.4,276.0,2021,abu-dhabi,additional
4.0,RIC,AlphaTauri,0 days 00:01:54.815000,1.0,SOFT,332.0,183.0,207.0,1.0,68.06309432407642,10216.69994180579,221.47113923426403,5.6304093567251465,2.1637426900584797,,18.1,30.1,58.0,966.5,False,2.0,306.0,2023,spa,additional
5.0,STR,Racing Point,0 days 00:01:26.050000,1.0,SOFT,324.0,322.0,309.0,1.0,74.94386113203998,10648.68207775343,240.40182233982645,6.188271604938271,2.308641975308642,,20.6,32.9,52.2,989.3,False,2.8,246.0,2019,monza,additional
7.0,RUS,Mercedes,0 days 00:01:38.365000,1.0,MEDIUM,,264.0,246.0,1.0,58.27779625614645,9728.728766814458,178.16336741706135,4.697333333333333,0.0,,31.1,36.5,75.0,1007.9,False,0.7,180.0,2024,singapore,high_fuel
30.0,HUL,Renault,0 days 00:01:48.262000,2.0,ULTRASOFT,294.0,266.0,250.0,1.0,54.26316589799081,9630.997303008062,166.7195979825364,4.480582524271845,0.0,,29.9,32.8,66.0,1007.9,False,2.0,179.0,2018,singapore,high_fuel
26.0,LEC,Ferrari,0 days 00:01:17.353000,1.0,MEDIUM,252.0,278.0,281.0,1.0,63.44412625162629,9863.480532699552,198.46501665256207,5.290584415584416,5.87987012987013,,18.8,30.5,64.0,1011.4,False,1.5,282.0,2023,montreal,high_fuel
36.0,GAS,Alpine,0 days 00:01:21.010000,2.0,MEDIUM,267.0,261.0,277.0,1.0,59.53675687852796,10052.095700245589,203.5951215346879,5.475806451612903,0.0,,24.1,40.2,62.0,1001.4,False,1.3,0.0,2024,barcelona,high_fuel
9.0,NOR,McLaren,0 days 00:01:24.832000,1.0,SOFT,,234.0,240.0,1.0,58.81830704265123,9941.510599591831,181.5911702362793,4.733436055469954,0.0,,18.5,26.6,71.0,985.5,False,4.4,312.0,2022,hungary,additional
9.0,RUS,Williams,0 days 00:01:45.120000,1.0,MEDIUM,200.0,172.0,,1.0,60.18115122466467,9999.365486750885,192.5420786738123,4.949267192784667,2.602029312288613,,28.5,37.9,59.6,992.3,False,0.6,95.0,2021,austin,additional
20.0,BOT,Mercedes,0 days 00:01:34.814000,1.0,SOFT,274.0,310.0,263.0,1.0,66.92494388650051,10353.40410585938,215.5883961706016,5.549586776859504,1.2121212121212122,,28.1,37.5,51.1,1008.2,False,1.6,301.0,2018,suzuka,high_fuel
33.0,PER,Red Bull Racing,0 days 00:01:36.547000,3.0,HARD,236.0,260.0,276.0,1.0,66.57729398966842,10217.876551570636,204.31547822322983,5.21462829736211,0.0,,20.5,26.9,55.1,1015.1,False,0.7,353.0,2021,bahrain,high_fuel
49.0,PER,Red Bull Racing,0 days 00:01:40.625000,3.0,HARD,,188.0,203.0,1.0,58.92166187646662,9662.857360328666,191.77442838552457,5.098987626546681,0.0,,29.4,38.7,56.4,991.3,False,0.5,42.0,2021,austin,additional
21.0,LAT,Williams,0 days 00:01:32.058000,2.0,HARD,285.0,301.0,212.0,1.0,68.7275938140121,10406.468109899704,205.2073112718167,4.839080459770115,0.0,,28.3,33.1,63.0,1013.7,False,2.0,335.0,2022,abu-dhabi,additional
11.0,VER,Red Bull Racing,0 days 00:01:09.299000,1.0,SUPERSOFT,288.0,230.0,274.0,1.0,71.81854529748763,10584.436558419591,218.46196469627688,5.509328358208955,0.0,,23.6,47.2,36.3,936.2,False,3.4,41.0,2018,austria,additional
46.0,GAS,AlphaTauri,0 days 00:01:34.230000,4.0,HARD,,255.0,280.0,1.0,64.66804669056384,9928.260688934895,203.0423776751619,5.2831541218638,0.0,,20.5,26.5,53.9,1015.1,False,0.6,0.0,2021,bahrain,high_fuel
63.0,HAM,Mercedes,0 days 00:01:14.534000,2.0,SUPERSOFT,,283.0,298.0,1.0,66.90621243975613,10193.251712900945,206.03325838915677,5.190476190476191,0.0,,20.8,33.0,27.6,1017.2,False,4.3,355.0,2018,montreal,high_fuel
48.0,TSU,AlphaTauri,0 days 00:01:18.098000,1.0,MEDIUM,201.0,193.0,257.0,1.0,48.48769012911819,9078.821560731014,151.2242440950115,3.8848684210526314,0.0,,25.0,35.9,42.0,1013.2,False,2.0,128.0,2023,monaco,additional
27.0,PER,Red Bull Racing,0 days 00:01:25.554000,1.0,HARD,284.0,236.0,245.0,1.0,55.86933314669825,9631.17071053648,180.62574672887305,4.899096385542169,2.509036144578314,,28.7,40.5,48.0,981.6,False,1.6,225.0,2024,hungary,additional
23.0,LEC,Sauber,0 days 00:01:46.285000,2.0,SUPERSOFT,282.0,300.0,213.0,1.0,51.70664963513013,9825.710596949311,183.4140681833528,4.759213759213759,0.0,,33.2,34.5,37.3,1013.0,False,4.9,281.0,2018,abu-dhabi,additional
9.0,GAS,Toro Rosso,0 days 00:01:36.843000,1.0,SUPERSOFT,,303.0,254.0,1.0,67.1134157923261,10454.541184686734,216.64527909952153,5.550624133148405,1.0,,28.4,38.0,50.1,1008.2,False,1.9,326.0,2018,suzuka,high_fuel
30.0,STR,Aston Martin,0 days 00:01:40.384000,2.0,MEDIUM,,182.0,203.0,1.0,61.76239857313427,10159.947117363196,196.95400279958528,5.163682864450128,0.0,,28.8,47.5,33.0,1005.9,False,0.7,0.0,2024,austin,additional
43.0,RUS,Mercedes,0 days 00:01:37.236000,2.0,HARD,,264.0,249.0,1.0,55.108071954976154,9894.866783787946,182.68331878238297,4.6498637602179835,0.4904632152588556,,30.8,35.4,74.0,1008.7,False,1.6,209.0,2024,singapore,high_fuel
47.0,HAM,Mercedes,0 days 00:01:38.451000,3.0,HARD,277.0,303.0,261.0,1.0,67.39819264831348,10058.789136395922,212.84275285358189,5.591327201051248,0.9356110381077528,,27.2,36.6,45.0,1012.7,False,1.7,101.0,2023,suzuka,high_fuel
17.0,RUS,Mercedes,0 days 00:01:41.132000,1.0,HARD,198.0,182.0,200.0,1.0,58.456586796385615,9618.52934810813,192.61247322100817,5.279949558638084,0.0,,28.4,47.8,35.0,1006.2,False,1.9,351.0,2024,austin,additional
55.0,STR,Aston Martin,0 days 00:01:17.831000,5.0,,193.0,185.0,261.0,1.0,47.279509018807786,9138.631131728347,150.28040374673483,3.866888519134775,1.2179700499168054,,22.4,29.2,64.0,1003.4,False,1.0,121.0,2022,monaco,additional
40.0,LEC,Ferrari,0 days 00:01:47.354000,3.0,HARD,322.0,208.0,218.0,1.0,74.1771762980371,10588.071127028492,232.0533367491328,5.756952841596131,0.0,,22.1,43.2,48.0,978.1,False,1.9,315.0,2024,spa,additional
28.0,OCO,Alpine,0 days 00:01:26.013000,1.0,HARD,311.0,313.0,311.0,1.0,70.96801010853979,10647.855229693814,239.37761143504383,5.91350531107739,2.1911987860394535,,32.5,45.3,31.0,992.9,False,1.5,180.0,2024,monza,additional
46.0,ALO,Aston Martin,0 days 00:01:35.126000,3.0,HARD,236.0,256.0,281.0,1.0,62.88356604369942,9800.882378235829,201.77571806055664,5.5094594594594595,0.0,,17.8,22.0,51.0,1017.5,False,0.0,270.0,2024,bahrain,high_fuel
49.0,PIA,McLaren,0 days 00:01:24.269000,3.0,MEDIUM,278.0,275.0,245.0,12.0,50.33308101946128,9640.851486023572,180.75371792161525,4.741935483870968,0.7741935483870968,,26.9,43.6,20.0,778.7,False,1.5,291.0,2023,mexico,additional
26.0,HAR,Toro Rosso,0 days 00:01:37.311000,1.0,SUPERSOFT,268.0,299.0,257.0,1.0,69.36398852526247,10251.530059347782,222.66695335173853,5.624466571834993,0.3812233285917496,,27.9,37.0,51.1,1008.1,False,2.6,336.0,2018,suzuka,high_fuel
14.0,GAS,Toro Rosso,0 days 00:01:49.375000,1.0,HARD,,262.0,245.0,1.0,50.536772529962434,9746.24161768257,165.69531508608068,4.250306748466258,0.0,,29.9,36.2,67.0,1010.7,False,1.4,155.0,2019,singapore,high_fuel
10.0,MAG,Haas F1 Team,0 days 00:01:25.029000,2.0,HARD,280.0,232.0,250.0,1.0,54.91455316476307,9754.853862700164,180.7401184998733,4.81042654028436,2.432859399684044,,28.8,46.5,47.0,981.6,False,2.3,161.0,2024,hungary,additional
9.0,RUS,Mercedes,0 days 00:01:11.596000,2.0,MEDIUM,,222.0,278.0,1.0,70.92021397607277,10257.984312963374,215.95100961821993,5.800744878957169,0.0,,23.2,33.6,50.0,933.9,False,1.3,53.0,2023,austria,additional
20.0,VER,Red Bull Racing,0 days 00:01:16.607000,2.0,HARD,248.0,271.0,277.0,1.0,59.19516629974493,10005.621527844727,198.0888953848241,5.2254901960784315,5.578431372549019,,19.2,31.3,62.0,1011.4,False,1.8,319.0,2023,montreal,high_fuel
3.0,SAR,Williams,0 days 00:01:22.491000,1.0,SOFT,249.0,253.0,275.0,1.0,63.48650269378589,10268.01591668373,203.79138607171788,5.070234113712375,2.301003344481605,,24.2,39.8,67.0,1001.3,False,2.6,222.0,2024,barcelona,high_fuel
53.0,HUL,Haas F1 Team,0 days 00:01:38.512000,2.0,HARD,218.0,184.0,205.0,1.0,64.26808430324931,9974.875031834448,197.53698040015647,5.044117647058823,0.0133689839572192,,29.2,46.5,31.0,1005.5,False,1.3,180.0,2024,austin,additional
25.0,BOT,Mercedes,0 days 00:01:41.161000,2.0,HARD,202.0,187.0,205.0,1.0,61.38268139693107,9797.777533284489,190.09855211542467,5.051282051282051,0.0,,28.6,38.5,59.7,991.8,False,0.9,101.0,2021,austin,additional
61.0,VET,Aston Martin,0 days 00:01:28.249000,3.0,MEDIUM,261.0,263.0,270.0,1.0,58.71347483571218,10091.83825186633,189.0770755507889,4.694117647058824,0.0,,36.5,47.9,9.0,995.2,False,3.2,173.0,2022,barcelona,high_fuel
22.0,PER,Red Bull Racing,0 days 00:01:25.118000,1.0,HARD,284.0,238.0,243.0,1.0,58.62156445679655,9948.176773121657,183.3413128187822,4.64167916041979,0.0,,29.2,43.6,46.0,981.5,False,1.1,43.0,2024,hungary,additional
48.0,BOT,Kick Sauber,0 days 00:01:24.284000,2.0,INTERMEDIATE,,223.0,296.0,1.0,54.23567293234533,9191.1591073896,183.7031617695764,5.083728278041074,1.0,,20.6,25.3,90.0,925.8,True,0.7,228.0,2024,brazil,additional
5.0,VER,Red Bull Racing,0 days 00:01:36.748000,1.0,MEDIUM,276.0,294.0,253.0,1.0,63.938127249048456,9991.560118188325,216.1035543557264,5.626373626373627,1.0,,27.1,43.0,43.0,1013.0,False,2.2,114.0,2023,suzuka,high_fuel
31.0,PIA,McLaren,0 days 00:01:18.209000,2.0,HARD,245.0,276.0,280.0,1.0,66.51913035452701,9944.110333282517,199.26399604247496,5.289075630252101,1.9630252100840335,,19.1,29.5,63.0,1011.2,False,1.6,306.0,2023,montreal,high_fuel
16.0,GAS,AlphaTauri,0 days 00:01:50.492000,4.0,INTERMEDIATE,,290.0,244.0,1.0,61.42392612679197,9680.264850544694,193.2606136247347,5.244256348246675,1.0,,15.9,18.3,91.0,1015.2,True,2.2,325.0,2022,suzuka,high_fuel
36.0,VER,Red Bull Racing,0 days 00:01:22.764000,5.0,HARD,284.0,238.0,251.0,1.0,64.01895705665143,9997.965242796736,191.8168544828454,5.085915492957747,0.0,,25.9,35.8,74.6,976.8,False,0.6,84.0,2021,montreal,high_fuel
20.0,COL,Williams,0 days 00:01:41.123000,1.0,HARD,210.0,182.0,199.0,1.0,63.40501679032775,10013.416711948736,197.09430387708684,4.924773022049287,0.0,,28.2,47.2,36.0,1006.2,False,2.9,194.0,2024,austin,additional
38.0,HAM,Mercedes,0 days 00:01:38.304000,3.0,HARD,235.0,251.0,290.0,1.0,64.48653576603624,9655.873591957708,195.57904931053812,5.270161290322581,0.0,,26.5,29.5,21.0,1017.2,False,0.6,168.0,2023,bahrain,high_fuel
57.0,LEC,Ferrari,0 days 00:01:19.060000,4.0,HARD,191.0,186.0,267.0,21.0,49.162473940639146,9537.436954520048,149.5398222107701,3.437389770723104,1.2839506172839503,,22.4,29.1,66.0,1003.4,False,1.2,187.0,2022,monaco,additional
45.0,LEC,Ferrari,0 days 00:01:19.563000,2.0,MEDIUM,204.0,189.0,259.0,1.0,42.219264468890955,9211.197621252995,149.6074381753733,3.7947454844006567,1.0049261083743843,,25.1,36.1,43.0,1013.4,False,0.8,153.0,2023,monaco,additional
56.0,RUS,Williams,0 days 00:01:22.686000,4.0,HARD,270.0,241.0,250.0,1.0,57.63990625103869,10468.089203111822,190.00184817339783,4.658571428571428,0.0,,26.1,38.2,72.5,977.0,False,0.7,100.0,2021,singapore,high_fuel
43.0,GIO,Alfa Romeo Racing,0 days 00:01:40.852000,3.0,SOFT,208.0,186.0,209.0,1.0,61.99360837537609,10085.73586041524,195.3163998510323,4.97886393659181,0.0,,22.0,28.9,34.6,1000.7,False,2.9,202.0,2019,austin,additional
55.0,GAS,AlphaTauri,0 days 00:01:17.514000,4.0,HARD,199.0,190.0,260.0,1.0,47.0088814760036,9398.23047867022,152.5701069153068,3.731218697829717,0.0,,22.4,29.2,66.0,1003.2,False,0.6,183.0,2022,monaco,additional
38.0,PIA,McLaren,0 days 00:01:24.171000,2.0,HARD,274.0,240.0,245.0,1.0,58.90331260084476,10067.130641884169,184.0467876662937,4.667711598746082,0.0,,29.4,44.5,44.0,981.5,False,1.2,345.0,2024,hungary,additional
13.0,ZHO,Kick Sauber,0 days 00:01:37.436000,2.0,HARD,,246.0,278.0,1.0,64.31345842493423,9978.100867164205,195.63516362580364,5.144719687092569,0.0,,18.3,23.5,50.0,1017.2,False,0.4,42.0,2024,bahrain,high_fuel
62.0,LEC,Ferrari,0 days 00:01:21.756000,3.0,HARD,279.0,244.0,249.0,1.0,59.50148882697959,10211.598900036432,194.33410536006215,4.967236467236467,0.0,,20.6,28.7,77.3,986.3,False,2.2,105.0,2020,singapore,high_fuel
13.0,SAR,Williams,0 days 00:01:50.619000,2.0,MEDIUM,329.0,197.0,215.0,1.0,69.27510181314632,10239.855346849668,225.67294036493183,5.9411764705882355,0.0,,21.6,42.9,52.0,978.1,False,2.0,328.0,2024,spa,additional
68.0,GIO,Alfa Romeo Racing,0 days 00:01:20.238000,4.0,HARD,,244.0,253.0,1.0,63.52584618827043,10335.870096957042,199.1959862333823,4.9797101449275365,0.0,,20.8,29.1,78.2,986.4,False,1.9,101.0,2020,montreal,high_fuel
40.0,BOT,Mercedes,0 days 00:01:46.622000,2.0,SOFT,295.0,268.0,253.0,1.0,52.1715976809724,9256.8255561378,167.83079616194863,4.320685434516524,1.9877600979192167,,29.7,32.4,67.5,1007.9,False,2.6,173.0,2018,singapore,high_fuel
25.0,PER,Racing Point,0 days 00:01:46.301000,1.0,ULTRASOFT,278.0,303.0,212.0,1.0,61.17556536123037,9523.442513076989,189.87063989490716,5.152671755725191,0.0,,32.5,33.5,41.4,1013.2,False,4.6,284.0,2018,abu-dhabi,additional
59.0,VET,Aston Martin,0 days 00:01:23.416000,3.0,MEDIUM,282.0,238.0,249.0,1.0,55.35107815352823,10115.364252322172,186.828313014754,4.621794871794871,0.0,,18.1,24.8,69.0,985.7,True,4.1,288.0,2022,hungary,additional
7.0,BOT,Kick Sauber,0 days 00:01:24.968000,1.0,MEDIUM,277.0,234.0,243.0,1.0,59.18244823602608,10081.522823975463,186.81079183994584,4.7984,0.0,,28.9,47.4,46.0,981.6,False,1.4,240.0,2024,hungary,additional
3.0,GAS,AlphaTauri,0 days 00:01:43.167000,1.0,MEDIUM,202.0,182.0,202.0,1.0,62.074339765794946,9881.002807874427,190.9149561640165,5.095238095238095,0.1349206349206349,,28.2,36.6,59.6,992.4,False,0.5,110.0,2021,austin,additional
21.0,KVY,Toro Rosso,0 days 00:01:17.427000,2.0,HARD,249.0,276.0,273.0,1.0,69.08495799340993,10114.681564981993,201.9089892117564,4.938250428816467,0.0,,29.7,51.0,14.0,1022.2,False,1.7,182.0,2019,montreal,high_fuel
70.0,OCO,Alpine,0 days 00:01:12.052000,3.0,MEDIUM,285.0,218.0,279.0,1.0,66.33736225674328,10400.76935187148,218.94070863655685,5.504638218923933,0.0,,29.6,43.8,35.0,932.7,False,1.1,284.0,2024,austria,additional
3.0,NOR,McLaren,0 days 00:01:10.528000,1.0,MEDIUM,296.0,225.0,271.0,1.0,68.54896020092406,10388.998132023682,216.1678509046661,5.390825688073394,4.5504587155963305,,29.0,47.4,36.0,932.8,False,1.8,29.0,2024,austria,additional
23.0,RUS,Mercedes,0 days 00:01:53.572000,2.0,MEDIUM,301.0,189.0,210.0,1.0,67.22559563277485,10283.001398295708,219.3237713857646,5.554786620530566,0.0,,22.3,36.8,38.0,971.0,False,1.2,257.0,2022,spa,additional
17.0,SAI,Ferrari,0 days 00:01:38.161000,2.0,HARD,,239.0,280.0,1.0,65.13353276887938,10243.324490671608,196.03931882699345,4.765415549597855,0.0,,27.0,30.3,20.0,1017.0,False,0.6,214.0,2023,bahrain,high_fuel
11.0,OCO,Alpine,0 days 00:01:25.260000,1.0,HARD,274.0,281.0,241.0,1.0,51.79806997819219,9656.586826183804,179.20402174577612,4.654320987654321,3.5308641975308643,,25.4,47.2,28.0,779.5,False,2.0,143.0,2023,mexico,additional
52.0,RUS,Mercedes,0 days 00:01:28.981000,3.0,MEDIUM,286.0,288.0,214.0,1.0,65.38025423545734,9936.84942073239,203.4731547277266,5.439606741573034,0.0,,27.9,32.0,68.0,1013.9,False,2.4,305.0,2022,abu-dhabi,additional
3.0,ALO,Aston Martin,0 days 00:01:17.438000,1.0,MEDIUM,250.0,275.0,285.0,1.0,70.00029708971306,10246.544480434985,200.02476846129184,4.922413793103448,0.0,,18.5,32.5,63.0,1011.5,False,2.0,304.0,2023,montreal,high_fuel
53.0,BOT,Alfa Romeo,0 days 00:01:24.297000,3.0,HARD,274.0,291.0,248.0,1.0,52.91283647257547,9624.349979261657,185.51919593971087,4.755102040816326,0.0,,26.6,43.6,19.0,778.7,False,1.7,301.0,2023,mexico,additional
40.0,STR,Racing Point,0 days 00:01:24.463000,3.0,MEDIUM,,315.0,310.0,1.0,77.41915001342034,10531.569155889028,246.6716039491936,6.160883280757098,0.0,,21.8,31.7,49.9,989.0,False,1.9,181.0,2019,monza,additional
10.0,GAS,Alpine,0 days 00:01:24.880000,1.0,MEDIUM,289.0,281.0,242.0,1.0,57.96255336174367,9740.209599787337,184.4123648631543,4.703533026113671,0.0,,25.4,47.2,28.0,779.7,False,2.7,318.0,2023,mexico,additional
60.0,VER,Red Bull Racing,0 days 00:01:36.343000,2.0,HARD,287.0,263.0,253.0,1.0,57.06454729173437,9923.661135440474,179.61193047500615,4.568181818181818,3.986631016042781,,30.5,35.0,74.0,1009.1,False,1.1,226.0,2024,singapore,high_fuel
53.0,SIR,Williams,0 days 00:01:10.159000,2.0,SOFT,298.0,229.0,278.0,12.0,67.75440845439542,10243.652180840085,222.47724072514072,5.679316888045541,3.958254269449715,,23.1,45.2,36.1,936.1,False,1.8,72.0,2018,austria,additional
41.0,RAI,Alfa Romeo Racing,0 days 00:01:36.497000,3.0,SOFT,240.0,249.0,282.0,1.0,62.90028905202886,9838.338739448747,200.91716141766457,5.425824175824176,0.0,,26.4,28.0,51.7,1003.2,False,2.6,31.0,2019,bahrain,high_fuel
40.0,RUS,Williams,0 days 00:01:42.221000,3.0,HARD,202.0,179.0,206.0,1.0,61.244536499191234,9870.62872953354,195.1406974637401,5.202964652223489,0.0,,28.2,37.6,60.6,991.5,False,1.3,104.0,2021,austin,additional
37.0,MAG,Haas F1 Team,0 days 00:01:16.750000,2.0,SUPERSOFT,253.0,276.0,279.0,1.0,62.918776110857785,10040.69623002442,198.9223768786638,5.2427843803056025,3.806451612903226,,20.4,36.1,28.4,1017.5,False,2.7,33.0,2018,montreal,high_fuel
11.0,RAI,Ferrari,0 days 00:01:09.438000,1.0,ULTRASOFT,294.0,235.0,273.0,1.0,72.20295389045198,10367.538512225934,222.60663872469965,5.918095238095238,0.0,,23.6,47.2,36.3,936.2,False,3.4,41.0,2018,austria,additional
31.0,ALB,Williams,0 days 00:01:54.667000,3.0,MEDIUM,,184.0,211.0,1.0,69.86922591186871,10111.079517375136,221.973063322201,5.835266821345708,0.0,,22.2,36.7,39.0,970.9,False,1.2,351.0,2022,spa,additional
25.0,SAI,Ferrari,0 days 00:01:21.659000,1.0,MEDIUM,293.0,281.0,248.0,1.0,54.73457103890805,9457.567747215146,182.60511536595456,4.864779874213837,0.0,,21.0,38.6,48.0,784.9,False,2.5,337.0,2024,mexico,additional
51.0,BOT,Mercedes,0 days 00:01:23.734000,2.0,SOFT,319.0,332.0,318.0,1.0,72.93078741793417,10844.226638533284,244.46286131126948,6.089783281733746,2.8978328173374615,,22.6,33.1,53.2,995.1,False,1.7,192.0,2018,monza,additional
50.0,MAG,Haas F1 Team,0 days 00:01:14.216000,2.0,MEDIUM,,250.0,299.0,1.0,63.978321050941105,10333.545989670847,208.3361448622733,5.257713248638838,2.6243194192377497,,21.0,44.7,59.7,924.4,False,1.0,110.0,2019,brazil,additional
27.0,NOR,McLaren,0 days 00:01:22.185000,1.0,MEDIUM,302.0,278.0,245.0,1.0,53.832805567074296,9572.080828728296,182.5094013651035,4.765923566878981,0.0,,21.0,39.0,48.0,785.0,False,2.1,276.0,2024,mexico,additional
16.0,STR,Williams,0 days 00:01:35.820000,2.0,MEDIUM,266.0,304.0,259.0,1.0,65.7473172869172,10327.304228566572,212.4191171934825,5.472677595628415,0.8169398907103825,,28.4,37.6,50.8,1008.1,False,1.3,249.0,2018,suzuka,high_fuel
33.0,VER,Red Bull Racing,0 days 00:01:45.102000,2.0,SOFT,289.0,264.0,251.0,1.0,53.20884756010083,9762.0652828245,171.40153072093048,4.420199501246882,0.0,,29.8,32.8,66.6,1007.8,False,2.2,170.0,2018,singapore,high_fuel
36.0,PIA,McLaren,0 days 00:01:38.310000,2.0,HARD,224.0,186.0,202.0,1.0,61.06197883971348,9818.011280377255,194.01772241217225,5.116580310880829,0.7616580310880829,,28.8,47.0,33.0,1005.7,False,0.8,107.0,2024,austin,additional
49.0,SAI,Ferrari,0 days 00:01:38.584000,2.0,HARD,,182.0,205.0,1.0,61.24689011352676,9852.248859938876,195.34473241590945,5.1395348837209305,0.0,,28.9,46.6,32.0,1005.7,False,1.3,309.0,2024,austin,additional
15.0,GIO,Alfa Romeo Racing,0 days 00:01:37.155000,1.0,MEDIUM,,298.0,257.0,1.0,68.04808633264149,10431.132385327575,217.40585434610512,5.242002781641168,0.8873435326842837,,21.5,31.3,57.1,1009.0,False,6.2,283.0,2019,suzuka,high_fuel
2.0,PER,Red Bull Racing,0 days 00:01:19.704000,2.0,HARD,195.0,188.0,254.0,1.0,49.88699729362669,9544.170261014096,146.01778233858616,3.4183835182250397,0.993660855784469,,25.2,43.1,44.0,1013.4,False,1.0,48.0,2023,monaco,additional
65.0,ZHO,Alfa Romeo,0 days 00:01:22.832000,3.0,SOFT,272.0,240.0,245.0,1.0,58.47617462528141,10026.221358499142,183.80932020932264,4.364599092284418,0.0,,18.1,24.7,69.0,986.0,True,3.7,274.0,2022,hungary,additional
44.0,OCO,Alpine,0 days 00:01:17.033000,2.0,HARD,196.0,193.0,257.0,1.0,48.52096436486648,8918.525030104198,154.5549478572906,4.252631578947368,0.0,,25.2,36.3,42.0,1013.4,False,1.1,155.0,2023,monaco,additional
29.0,STR,Aston Martin,0 days 00:01:29.823000,3.0,MEDIUM,,267.0,269.0,1.0,57.75096077495208,9980.690411918607,186.14275231734385,4.63265306122449,0.0,,37.0,49.4,7.0,995.7,False,3.5,151.0,2022,barcelona,high_fuel
53.0,LAW,AlphaTauri,0 days 00:01:39.996000,2.0,HARD,285.0,261.0,246.0,12.0,59.33727450621722,9406.872091254663,179.78646856818315,5.079514824797844,0.5256064690026954,,29.6,34.9,75.0,1010.0,False,2.2,164.0,2023,singapore,high_fuel
5.0,RIC,Renault,0 days 00:01:38.580000,1.0,SOFT,223.0,244.0,289.0,1.0,66.1499839309236,9853.649812820968,198.65512154706497,5.336499321573949,3.354138398914518,,26.2,29.3,54.0,1003.4,False,1.9,10.0,2019,bahrain,high_fuel
53.0,BOT,Mercedes,0 days 00:01:18.039000,4.0,HARD,,250.0,251.0,1.0,58.07602034741575,10243.0596944456,196.16930513377665,4.839716312056738,0.0,,20.7,29.7,78.1,986.3,False,1.0,97.0,2020,singapore,high_fuel
